,@cant_adj,@desc_articulo,@desc_color,@desc_detalle_variante,@desc_marca,@id_articulo,@id_color,@id_compra,@id_detalle_variante,@id_marca,@id_moneda,@id_unidad,@id_variante,@medida_presentacion,@medida_variante,@nombre_comercial,@nro_doc_prov,@nro_item,@precio_tot_imp,@precio_unit,@presentacion,@tipo_doc_prov,@unidad,@unidad_medida_presentacion,@unidad_medida_variante,@variante,key_id,@variacion
105,25.00,POLVO PARA FLAN,,,,150,,724674,,,0,5,20637|18|752,8,DIETETICO,PINABEL S A,214973000018,5,1059.8800000000001,34.7500,CAJA,R,CAJA,PORCION,-----,TIPO,3.0,
106,8.00,GELATINA,,,,149,,724674,,,0,11,1|9|14967,1000,-----,PINABEL S A,214973000018,6,1544.03,158.2000,ENVASE,R,KG,G,-----,SABOR,4.0,
107,90.00,GELATINA DIETETICA,,,,16056,,724674,,,0,22,1|18|752,8,-----,PINABEL S A,214973000018,7,3815.5500000000002,34.7500,CAJA,R,UNIDAD,PORCION,-----,SABOR,5.0,
108,20.00,POLVO PARA PREPARAR HELADO,,,,13979,,724674,,,0,22,15036|137|9929,100,VAINILLA,PINABEL S A,214973000018,8,663.67999999999995,27.2000,SOBRE,R,UNIDAD,G,-----,SABOR,6.0,
109,10.00,POLVO PARA PREPARAR HELADO,,,,13979,,724674,,,0,22,15039|137|9929,100,FRUTILLA,PINABEL S A,214973000018,9,331.83999999999997,27.2000,SOBRE,R,UNIDAD,G,-----,SABOR,7.0,
110,15.00,POLVO PARA PREPARAR HELADO DIETETICO,,,,13980,,724674,,,0,22,15036|137|7929,80,VAINILLA,PINABEL S A,214973000018,10,622.57000000000005,34.0200,SOBRE,R,UNIDAD,G,-----,SABOR,8.0,
111,1.00,PUBLICACION OFICIAL,,,,73166,,728209,,,0,22,1|1|1,-----,-----,DIRECCION NACIONAL DE IMPRESIONES Y PUBLICACIONES,213427900012,1,1280.02,1049.2000,-----,R,UNIDAD,-----,-----,-----,1.0,
112,1.00,SERVICIO DE TRANSPORTE DE PASAJEROS,,,,13207,,728200,,,0,22,1|1|1,-----,-----,MADIZ 2 S.R.L.,217146650015,1,28250,25681.8200,-----,R,UNIDAD,-----,-----,-----,1.0,
113,2.00,CORTINA VENECIANA,GRIS,,,68869,17,723882,,,0,22,20816|1|1,-----,ALUMINIO,DONMARIO S A,210350600015,1,12687,5199.5900,-----,R,UNIDAD,-----,-----,MATERIAL,1.0,Suministro y colocación de dos Venecianas de Aluminio para Of 420
114,75.00,ACEITE COMESTIBLE,,,,143,,728202,,,0,12,20580|6|85,1,GIRASOL,SANTA ANA S.R.L.,150183350017,1,4800,64.0000,ENVASE,R,L,L,-----,TIPO,1.0,
115,20.00,HARINA DE TRIGO (USO HUMANO),,,,11857,,728202,,,0,11,1|34|85,1,-----,SANTA ANA S.R.L.,150183350017,2,740,37.0000,PAQUETE,R,KG,KG,-----,TIPO,2.0,
116,4.00,AJO Y PEREJIL DESECADO,,,,26814,,728202,,,0,11,1|11|85,1,-----,SANTA ANA S.R.L.,150183350017,3,992,248.0000,BOLSA,R,KG,KG,-----,-----,3.0,
117,1.00,DETECCION DE ANTIGENO GALACTOMANANO DE ASPERGILLUS EN SANGRE,,,,70320,,723731,,,0,22,23462|1|1,-----,HOSPITAL COORDINADO,LABORATORIO MONTEVIDEO S R L,210270980016,1,3340.6999999999998,3037.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
118,3.00,CORTINA VENECIANA,GRIS,,,68869,17,723886,,,0,22,20816|1|1,-----,ALUMINIO,SAMYSOL S.A.,213336120014,1,27614.700000000001,7545.0000,-----,R,UNIDAD,-----,-----,MATERIAL,1.0,
119,80.00,FRAZADA,,,,4506,,726980,,,0,22,81794|1|1,-----,2.40 X 1.60,COHEN HNOS S A,210114130019,1,23326.400000000001,239.0000,-----,R,UNIDAD,-----,M X M,LARGO X ANCHO,1.0,Polar - Con 1 logo Estampado
120,100.00,TELA BRIN,VERDE,,,3078,33,726980,,,0,14,18424|1|1,-----,1.60,MARCOS NAHOUM S A,210116200014,2,15237.799999999999,124.9000,-----,R,M,-----,M,ANCHO,2.0,ARTÍCULO CH 290
121,20.00,FRAZADA,,,,4506,,726980,,,0,22,81794|1|1,-----,2.40 X 1.60,BIBERBERG Y SAUL S R L,210212120018,1,8540,350.0000,-----,R,UNIDAD,-----,M X M,LARGO X ANCHO,3.0,ARTÍCULO CH 290
122,200.00,TARJETA PERSONAL DE PRESENTACION,,,,7967,,726375,,,0,22,1|1|1,-----,-----,C A MOSCA Y CIA SOCIEDAD DE RESPONSABILIDAD LIMITA,212195470016,1,7808,32.0000,-----,R,UNIDAD,-----,CM,FORMATO,1.0,
123,1.00,PUBLICACION OFICIAL,,,,73166,,728211,,,0,22,1|1|1,-----,-----,DIRECCION NACIONAL DE IMPRESIONES Y PUBLICACIONES,213427900012,1,19100.32,15656.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
124,1.00,PUBLICACION OFICIAL,,,,73166,,728214,,,0,22,1|1|1,-----,-----,DIRECCION NACIONAL DE IMPRESIONES Y PUBLICACIONES,213427900012,1,764.00999999999999,626.2400,-----,R,UNIDAD,-----,-----,-----,1.0,
125,60.00,AGUA MINERAL,,,,4475,,726377,,,0,22,20643|32|72093,0.600,CON GAS,MALATIC S A,214877100015,1,12978.360000000001,177.3000,BOTELLA,R,UNIDAD,L,-----,TIPO,1.0,
126,60.00,AGUA MINERAL,,,,4475,,726377,,,0,22,20644|32|72093,0.600,SIN GAS,MALATIC S A,214877100015,2,12978.360000000001,177.3000,BOTELLA,R,UNIDAD,L,-----,TIPO,2.0,
127,1.00,REPARACION DE CARPINTERIA,,,,3309,,719092,,,0,22,1|1|1,-----,-----,HERNANDEZ RODRIGUEZ OSCAR JAVIER,216178820015,1,23200,23200.0000,-----,R,UNIDAD,-----,-----,-----,1.0,1
128,1.00,ESTUDIO DE RAYOS X - MIEMBROS INFERIORES,,,,49861,,724513,,,0,22,23463|1|1,-----,CONSULTORIO URGENTE,COLECTIVO MEDICO ROCHENSE I.A.M.P.P.,150112370015,1,1514.7,1377.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
129,25.00,CAFE,,,,157,,726374,,,0,11,82313|8|231,2.5,EXPRESS,INDUSTRIAS BAHIA S A,210166270016,1,9988,363.2000,ENVASE,R,KG,KG,-----,TIPO,1.0,
130,1.00,MEZCLADOR DESCARTABLE,,,,6923,,726374,,,0,22,1|1|1,-----,-----,INDUSTRIAS BAHIA S A,210166270016,2,311.10000000000002,255.0000,-----,R,UNIDAD,-----,-----,-----,2.0,
131,2.00,AZUCAR BLANCO,,,,159,,726374,,,0,11,1|11|85,1,-----,INDUSTRIAS BAHIA S A,210166270016,3,1122,510.0000,BOLSA,R,KG,KG,-----,TIPO,3.0,
132,2.00,EDULCORANTE (POLVO),,SPLENDA SOBRES,HAYMANN,39889,,726374,259744,106,0,5,34888|336|15073,700,SUCRALOSA,INDUSTRIAS BAHIA S A,210166270016,4,1783.6400000000001,731.0000,CAJA,R,CAJA,SOBRES,-----,TIPO,4.0,
133,3.00,PAPEL TOALLA,BEIGE,,,22,7,728220,,,0,22,16319|1|1,-----,SIMPLE,PAPELERIA ALDO S A,210003030016,1,1980.0599999999999,541.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,CODIGO 35746
134,1.00,PAPEL TOALLA,BLANCO,,,22,8,728220,,,0,22,16319|313|182,2,SIMPLE,PAPELERIA ALDO S A,210003030016,2,800.32000000000005,656.0000,PAQUETE,R,UNIDAD,ROLLO,-----,TIPO,2.0,CODIGO 35778
135,1.00,EQUIPO DE AIRE ACONDICIONADO CENTRAL,,,,30649,,724994,,,0,22,67291|1|1,-----,240000,SCALABRINI DE MAINE JORGE DANIEL,212319150018,1,21899,17950.0000,-----,R,UNIDAD,-----,BTU / H,POTENCIA,1.0,
136,1.00,COLOCACION DE FILM PARA ESPEJADO DE VIDRIOS,,,,65723,,727615,,,0,22,1|1|1,-----,-----,ACERBI DE PAULA MARIA CATALINA,020360060018,1,4819,3950.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
137,5000.00,PALITO PARA HISOPO,,,,19775,,728222,,,0,22,1|1|1,-----,-----,SAKIRA SOCIEDAD ANONIMA,214058390017,1,3904,0.6400,-----,R,UNIDAD,-----,-----,TIPO,1.0,
138,3.00,SERVICIO DE TRASLADO DE PACIENTE PEDIATRICO,,,,73960,,727692,,,0,22,48406|1|1,-----,FUERA DE LA CIUDAD,UNREY S.A.,100095640017,1,78276.330000000002,23720.1000,-----,R,UNIDAD,-----,-----,TIPO,1.0,maldonado
139,3.00,SERVICIO DE TRASLADO DE PACIENTE PEDIATRICO,,,,73960,,727692,,,0,22,48406|1|1,-----,FUERA DE LA CIUDAD,UNREY S.A.,100095640017,1,200294.98999999999,60695.4500,-----,R,UNIDAD,-----,-----,TIPO,2.0,maldonado
140,1.00,SERVICIO DE TRASLADO DE PACIENTE,,,,56249,,727692,,,0,22,48406|1|1,-----,FUERA DE LA CIUDAD,UNREY S.A.,100095640017,2,26092.110000000001,23720.1000,-----,R,UNIDAD,-----,-----,TIPO,3.0,maldonado
141,10.00,TELEFONO FIJO,,,,4165,,720301,,,0,22,18891|1|1,-----,DIGITAL,UNIVERSO BINARIO SRL,216359520013,1,6783.1999999999998,556.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,TELÉFONO DE MESA PANASONIC KX-TS500 COLOR NEGRO
142,300.00,LIBRETA PAPEL AUTOCOPIANTE,,,,29831,,723112,,,0,22,1|1|1,-----,-----,ALONSO ETCHEBARNE MARIELA,216626560011,1,12616.02,34.4700,-----,R,UNIDAD,-----,-----,-----,1.0,
143,1.00,REPARACION DE IMPRESORA GRAFICA,,,,6316,,728231,,,0,22,25488|1|1,-----,OFFSET,EMME SISTEMAS SOCIEDAD ANONIMA,211601480013,1,4931.2399999999998,4042.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
144,7.00,LIMPIEZA INTEGRAL DE LOCALES,,,,7022,,709738,,,0,219,1|1|1,-----,-----,FRANQUEZ FITIPALDI JUAN DANIEL,213086110017,1,73785.600000000006,8640.0000,-----,R,MENSUAL,-----,-----,-----,1.0,2
145,2.00,AURICULARES,,,,5263,,726187,,,49,22,1|1|1,-----,-----,NALFER S.A.,216549380018,1,122,50.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,"4 de 4 JBL T450 - Auriculares con diadema con micro - en oreja JBL cableado conector de 3,5 mm     Número de parte:   JBLT450BLU"
146,6.00,CARTUCHO DE TONER PARA IMPRESORA,,-----,CANON,1880,,726538,227967,188,0,22,25647|1|1,-----,COMPATIBLE,VAITKEVICIUS SINKUNAITE ENRIQUE FERNANDO,212796510012,1,3294,450.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,cannon mf 419x compatible
147,1.00,PUBLICACION OFICIAL,,,,73166,,728239,,,0,22,1|1|1,-----,-----,DIRECCION NACIONAL DE IMPRESIONES Y PUBLICACIONES,213427900012,1,5157.0900000000001,4227.1200,-----,R,UNIDAD,-----,-----,-----,1.0,
148,1.00,CAMILLA METALICA ARTICULADA,,,,15227,,722595,,,0,22,1|1|1,-----,-----,PABLO FERRANDO S A C E I,210060480017,1,16909.200000000001,13860.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
149,1.00,CAMILLA METALICA CON PORTA ROLLO,,,,51689,,722595,,,0,22,1|1|1,-----,-----,PABLO FERRANDO S A C E I,210060480017,2,16909.200000000001,13860.0000,-----,R,UNIDAD,-----,-----,-----,2.0,
150,2.00,REPUESTO Y/O ACCESORIO PARA RESPIRADOR,,-----,-----,21432,,728238,258958,842,0,22,62879|1|1,-----,CABLE PARA SENSOR DE FLUJO,DEVINDEX S A,213433340015,1,4514,1850.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
151,8.00,CILINDRO FOTOCONDUCTOR,,-----,BROTHER,1133,,723071,248301,859,0,22,52995|1|1,-----,IMPRESORA COLOR,VAITKEVICIUS SINKUNAITE ENRIQUE FERNANDO,212796510012,1,4684.8000000000002,480.0000,-----,R,UNIDAD,-----,-----,PARA,1.0,DR360 COMPATIBLE
152,1.00,TRANSPORTE CON CHOFER,,,,775,,725175,,,0,22,17054|1|1,-----,OMNIBUS,TURISMAR SOCIEDAD DE RESPONSABILIDAD LIMITADA,210516290010,1,14960,13600.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
153,2.00,MANTENIMIENTO Y REP. DE VEHICULOS Y EQUIPOS INDUSTRIALES NO TRACCIONADOS,,,,26546,,728248,,,0,22,1|1|1,-----,-----,DORNELES GONCALVES QUERLI NARJARA,010160190018,1,4884.8800000000001,2002.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
154,1.00,BIELA DE MOTOR,,-----,CHEVROLET,5735,,728242,67530,14,0,22,17047|1|1,-----,AUTOMOVIL,HAUSSER MOTORS S A,213860050011,1,1010,827.8700,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
155,1.00,CADENA CHICA DE DISTRIBUCION,,-----,VOLKSWAGEN,24090,,728242,203838,17,0,22,17047|1|1,-----,AUTOMOVIL,HAUSSER MOTORS S A,213860050011,2,447,366.3900,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
156,1.00,JUEGO DE RETENES DE MOTOR,,TRADE,NISSAN,65318,,728242,245292,5,0,22,21513|1|1,-----,CAMIONETA,HAUSSER MOTORS S A,213860050011,3,160,131.1500,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,3.0,
157,1.00,JUNTA ACOPLE BOMBA DE INYECCION,,-----,VOLKSWAGEN,23114,,728242,136018,17,0,22,17047|1|1,-----,AUTOMOVIL,HAUSSER MOTORS S A,213860050011,4,497,407.3800,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,4.0,
158,1.00,PISTON CILINDRO FRENO MAESTRO,,-----,VOLKSWAGEN,23949,,728242,194899,17,0,22,17047|1|1,-----,AUTOMOVIL,HAUSSER MOTORS S A,213860050011,5,600,491.8000,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,5.0,
159,9.00,RODAMIENTO CONTACTO ANGULAR PUNTA DE EJE,,24212,CHAMPION,27958,,728242,226771,383,0,22,21517|1|1,-----,MAQUINARIA VIAL,HAUSSER MOTORS S A,213860050011,6,2596,236.4300,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,6.0,
160,2.00,VALVULA COMPENSADORA,,-----,VOLKSWAGEN,23513,,728242,165323,17,0,22,17047|1|1,-----,AUTOMOVIL,HAUSSER MOTORS S A,213860050011,7,889.94000000000005,364.7300,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,7.0,
161,2.00,CURSO DE CAPACITACION TECNICA,,,,9976,,728205,,,0,22,1|1|1,-----,-----,COCAP CONSEJO DE CAPACITACION PROFESIONAL,214110180014,1,65600,26885.2459,-----,R,UNIDAD,-----,-----,DE,1.0,
162,6.00,REPARACION DE ABERTURA,,,,13755,,728256,,,0,22,20816|1|1,-----,ALUMINIO,VIDRIERIA SOBOL SA,214585030017,1,234654.79999999999,32056.6660,-----,R,UNIDAD,-----,-----,DE,1.0,
163,20.00,ARRENDAMIENTO DE VOLQUETA,,,,8808,,726326,,,0,22,1|1|1,-----,-----,LOBRA S.R.L.,218030920014,1,37820,1550.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
164,1.00,SUSCRIPCION A PUBLICACION,,,,1801,,728245,,,0,221,1|1|1,-----,-----,CENTRO DE DOCUMENTACION S R L,212602710010,1,14700,12049.1800,-----,R,ANUAL,-----,-----,NOMBRE,1.0,
165,1.00,FIJADOR PARA RADIOGRAFIAS DENTALES,,,,11317,,721244,,,0,22,1|14|14967,1000,-----,EUROPHOTO S A,210824860012,1,1067.5,875.0000,FRASCO,R,UNIDAD,CC,-----,-----,1.0,
166,1.00,REVELADOR PARA RADIOGRAFIAS DENTALES,,,,11316,,721244,,,0,22,1|14|14967,1000,-----,EUROPHOTO S A,210824860012,2,1921.5,1575.0000,FRASCO,R,UNIDAD,CC,-----,-----,2.0,
167,1000.00,IMPRESION DE VOLANTES,,,,8001,,726345,,,0,22,1|1|1,-----,-----,DEL ESTE SOL S R L,213214690010,1,3416,2.8000,-----,R,UNIDAD,-----,-----,FORMATO,1.0,
168,1.00,REPARACION DE MOTOR NEUMATICO PARA TRAUMATOLOGIA,,,,66932,,725002,,,0,22,1|1|1,-----,-----,PAN BLAS RAUL ANTONIO,215409950018,1,17812,14600.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
169,1.00,ESTUDIO URODINAMICO - ADULTO,,,,33250,,728263,,,0,22,23460|1|1,-----,CONSULTORIO COORDINADO ,UDELAR - HOSPITAL DE CLINICAS DR MANUEL QUINTELA,214187270018,1,7776.1400000000003,7776.1443,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
170,5.00,CALCULADORA DE MESA CON CINTA,,,,5566,,704601,,,0,22,1|1|1,-----,-----,LIBRERIAS DEL LITORAL S A,180055170018,13,7164.4499999999998,1174.5000,-----,R,UNIDAD,-----,-----,-----,1.0,CASIO HR-8
171,4500.00,PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 90 G/M2,BLANCO,,,3700,8,704601,,,0,18,14930|13|14973,500,A4,IMPRENTA LA ECONOMICA S A,210001840010,34,818010,149.0000,PAQUETE,R,PAQUETE,UNIDAD,-----,FORMATO,2.0,CASIO HR-8
172,4.00,PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 75 G/M2,BLANCO,,,33672,8,704601,,,0,18,14931|96|14973,500,OFICIO,IMPRENTA LA ECONOMICA S A,210001840010,36,854,175.0000,PAQUETE,R,PAQUETE,HOJA,-----,FORMATO,3.0,CASIO HR-8
173,15.00,BANDEJA PARA ESCRITORIO,,,,304,,704601,,,0,22,20081|1|1,-----,PLASTICO,MOSCA HNOS S A,210002810018,2,953.61000000000001,52.1100,-----,R,UNIDAD,-----,-----,MATERIAL,4.0,BANDEJA TRANSLUCIDA FOLDER TRANSPARENTE
174,250.00,BLOCK LISO,,,,23,,704601,,,0,22,28875|1|1,-----,13 X 19,MOSCA HNOS S A,210002810018,6,5340.5500000000002,17.5100,-----,R,UNIDAD,-----,CM,FORMATO,5.0,BLOCK NEOX 13X19CMS.90H.
175,100.00,BOLIGRAFO,VERDE,,,185,33,704601,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,7,466.04000000000002,3.8200,-----,R,UNIDAD,-----,-----,-----,6.0,BOLIGRAFO FABER TRILUX 032
176,15.00,CUBO PORTA NOTAS,,,,14310,,704601,,,0,22,19142|1|1,-----,METAL,MOSCA HNOS S A,210002810018,20,524.84000000000003,28.6800,-----,R,UNIDAD,-----,-----,MATERIAL,7.0,CUBO NEOX METALICO CALADO 10X10CMS.
177,50.00,MARCADOR PERMANENTE,AZUL,,,13499,5,704601,,,0,22,14961|1|1,-----,FINO,MOSCA HNOS S A,210002810018,28,441.02999999999997,7.2300,-----,R,UNIDAD,-----,-----,TRAZO,8.0,MARCADOR LUXOR 250 MED.PERMAN.AZUL
178,50.00,MARCADOR PERMANENTE,ROJO,,,13499,28,704601,,,0,22,14961|1|1,-----,FINO,MOSCA HNOS S A,210002810018,29,441.02999999999997,7.2300,-----,R,UNIDAD,-----,-----,TRAZO,9.0,MARCADOR LUXOR 250 T/MEDIANO PERM.ROJO
179,50.00,MARCADOR PERMANENTE,VERDE,,,13499,33,704601,,,0,22,14961|1|1,-----,FINO,MOSCA HNOS S A,210002810018,30,441.02999999999997,7.2300,-----,R,UNIDAD,-----,-----,TRAZO,10.0,MARCADOR LUXOR 251 PERM
180,12.00,CARTELERA DE CORCHO,,,,5246,,704601,,,0,22,22139|1|1,-----,0.60 X 0.90,MOSCA HNOS S A,210002810018,46,2904.8699999999999,198.4200,-----,R,UNIDAD,-----,M X M,TAMAÑO,11.0,CARTELERA DE CORCHO NEOX 60X90CMS.QB
181,15.00,PORTACLIPS DE ACRILICO,,,,1081,,704601,,,0,22,39353|1|1,-----,IMANTADO,MOSCA HNOS S A,210002810018,47,201.30000000000001,11.0000,-----,R,UNIDAD,-----,-----,TIPO,12.0,PORTACLIPS IMANTADO NEOX 39506
182,50.00,REGLA DE PLASTICO,,,,204,,704601,,,0,22,2929|1|1,-----,30,MOSCA HNOS S A,210002810018,50,229.97,3.7700,-----,R,UNIDAD,-----,CM,LONGITUD,13.0,REGLA TABARE 30CM
183,300.00,CUADERNO,,,,25286,,704601,,,0,22,4729|1|1,-----,48,PAPELERIA ALDO S A,210003030016,18,3321,11.0700,-----,R,UNIDAD,-----,-----,HOJAS,14.0,REGLA TABARE 30CM
184,15.00,HILO DE NYLON TORNEADO (MULTIFILAMENTO),,,,14585,,704601,,,0,11,1|162|1,-----,-----,VIMAX S A,210350650012,26,3477,190.0000,BOBINA,R,KG,M,MM,DIAMETRO,15.0,REGLA TABARE 30CM
185,4.00,PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 75 G/M2,,,,33672,,704601,,,0,18,19347|96|14973,500,A3,TERCIR S R L,210908930011,33,1439.5999999999999,295.0000,PAQUETE,R,PAQUETE,HOJA,-----,FORMATO,16.0,REGLA TABARE 30CM
186,20.00,BANDERITAS (REPOSICIONABLES),,,,27037,,704601,,,0,22,1|122|9929,100,-----,CASAROTTI PEIRANO ESTEBAN LUIS,212019980015,3,341.60000000000002,14.0000,BLISTER,R,UNIDAD,UNIDAD,MM X MM,ANCHO X LARGO,17.0,REGLA TABARE 30CM
187,600.00,NOTA DE HOJAS AUTOADHESIVAS,,,,6681,,704601,,,0,22,25144|1|1,-----,7.5 X 5,CASAROTTI PEIRANO ESTEBAN LUIS,212019980015,5,4465.1999999999998,6.1000,-----,R,UNIDAD,-----,CM X CM,LARGO X ANCHO,18.0,REGLA TABARE 30CM
188,12.00,PIZARRA BLANCA,,,,3112,,704601,,,0,22,41456|1|1,-----,120 X 90,CASAROTTI PEIRANO ESTEBAN LUIS,212019980015,45,11565.6,790.0000,-----,R,UNIDAD,-----,CM X CM,TAMAÑO,19.0,REGLA TABARE 30CM
189,10.00,SEPARADOR DE PLASTICO,,,,2834,,704601,,,0,22,14930|1|1,-----,A4,CASAROTTI PEIRANO ESTEBAN LUIS,212019980015,53,524.60000000000002,43.0000,-----,R,UNIDAD,-----,-----,FORMATO,20.0,REGLA TABARE 30CM
190,50.00,TRINCHETA,,,,566,,704601,,,0,22,1|1|1,-----,-----,CASAROTTI PEIRANO ESTEBAN LUIS,212019980015,59,457.5,7.5000,-----,R,UNIDAD,-----,MM,ANCHO,21.0,REGLA TABARE 30CM
191,1500.00,TAPA EN PVC PARA ENCUADERNACION,,,,9506,,704601,,,0,22,14930|1|1,-----,A4,SCALABRINI DE MAINE JORGE DANIEL,212319150018,56,9461.1000000000004,5.1700,-----,R,UNIDAD,-----,-----,TAMAÑO,22.0,REGLA TABARE 30CM
192,60.00,BANDA ELASTICA,,,,884,,704601,,,0,42,1|92|14972,250,-----,ISORAL S A,213587750019,1,2909.6999999999998,39.7500,BOLSA,R,BOLSA,G,-----,-----,23.0,REGLA TABARE 30CM
193,10.00,BASE PARA TACO DE ALMANAQUE,,,,184,,704601,,,0,22,19142|1|1,-----,METAL,ISORAL S A,213587750019,4,869.62,71.2800,-----,R,UNIDAD,-----,-----,MATERIAL,24.0,REGLA TABARE 30CM
194,20.00,BROCHE PARA HOJA PERFORADA,,,,1294,,704601,,,0,5,20081|4|4929,50,PLASTICO,ISORAL S A,213587750019,9,558.75999999999999,22.9000,CAJA,R,CAJA,UNIDAD,-----,MATERIAL,25.0,REGLA TABARE 30CM
195,10.00,BROCHE 2 PUNTAS TIPO SELF,,,,10838,,704601,,,0,5,943|4|9929,100,10,ISORAL S A,213587750019,11,739.69000000000005,60.6300,CAJA,R,CAJA,UNIDAD,-----,NUMERO,26.0,REGLA TABARE 30CM
196,350.00,CALENDARIO,,,,64878,,704601,,,0,22,1|1|1,-----,-----,ISORAL S A,213587750019,15,18788,44.0000,-----,R,UNIDAD,-----,-----,MATERIAL,27.0,REGLA TABARE 30CM
197,50.00,CARPETA SIN ELASTICO,,,,451,,704601,,,0,22,14931|1|1,-----,OFICIO,ISORAL S A,213587750019,17,2089.8600000000001,34.2600,-----,R,UNIDAD,-----,-----,FORMATO,28.0,REGLA TABARE 30CM
198,250.00,HOJAS PARA CUBO PORTA NOTAS,,,,6684,,704601,,,0,18,1|4|14979,400,-----,ISORAL S A,213587750019,27,5682.1499999999996,18.6300,CAJA,R,PAQUETE,UNIDAD,-----,-----,29.0,REGLA TABARE 30CM
199,24.00,PAPEL PARA FAX,,,,449,,704601,,,0,20,24440|1|1,-----,30 X 216,ISORAL S A,213587750019,37,1291.25,44.1000,-----,R,ROLLO,-----,M X MM,LARGO X ANCHO,30.0,REGLA TABARE 30CM
200,15.00,PAPELERA DE PLASTICO,,,,201,,704601,,,0,22,1|1|1,-----,-----,ISORAL S A,213587750019,39,1070.73,58.5100,-----,R,UNIDAD,-----,L,CAPACIDAD,31.0,REGLA TABARE 30CM
201,15.00,PORTACLIPS DE ACRILICO,,,,1081,,704601,,,0,22,39353|1|1,-----,IMANTADO,ISORAL S A,213587750019,47,395.27999999999997,21.6000,-----,R,UNIDAD,-----,-----,TIPO,32.0,REGLA TABARE 30CM
202,80.00,PAPEL PARA MAQUINA DE CALCULAR,,,,3695,,704601,,,0,20,5629|1|1,-----,57,ISORAL S A,213587750019,52,834.48000000000002,8.5500,-----,R,ROLLO,-----,MM,ANCHO,33.0,REGLA TABARE 30CM
203,1000.00,SOBRE MANILA,,,,60378,,704601,,,0,22,22110|1|1,-----,30 X 40,ISORAL S A,213587750019,55,3135.4000000000001,2.5700,-----,R,UNIDAD,-----,CM,LARGO x ANCHO,34.0,REGLA TABARE 30CM
204,10.00,TINTA PARA SELLO,NEGRO,,,6252,24,704601,,,0,6,1|46|2329,24,-----,ISORAL S A,213587750019,58,115.29000000000001,9.4500,FRASCO,R,FRASCO,ML,-----,-----,35.0,REGLA TABARE 30CM
205,12.00,BORRADOR PARA PIZARRA,,,,8336,,704601,,,0,22,1|1|1,-----,-----,PAPELCUR SOCIEDAD ANONIMA,214874940012,8,256.19999999999999,17.5000,-----,R,UNIDAD,-----,-----,-----,36.0,REGLA TABARE 30CM
206,20.00,BROCHE 2 PUNTAS TIPO SELF,,,,10838,,704601,,,0,5,280|4|9929,100,3,PAPELCUR SOCIEDAD ANONIMA,214874940012,10,1037,42.5000,CAJA,R,CAJA,UNIDAD,-----,NUMERO,37.0,REGLA TABARE 30CM
207,10.00,CAJA DE PLASTICO CORRUGADO (CARTONPLAST),,,,28210,,704601,,,0,22,1|1|1,-----,-----,PAPELCUR SOCIEDAD ANONIMA,214874940012,12,486.77999999999997,39.9000,-----,R,UNIDAD,-----,CM X CM X CM,LARGO X ANCHO X ALTO,38.0,REGLA TABARE 30CM
208,5.00,CALCULADORA DE BOLSILLO,,,,5568,,704601,,,0,22,1|1|1,-----,-----,PAPELCUR SOCIEDAD ANONIMA,214874940012,14,597.79999999999995,98.0000,-----,R,UNIDAD,-----,-----,-----,39.0,REGLA TABARE 30CM
209,100.00,CARPETA DE PLASTICO CORRUGADO FORMATO OFICIO,,,,32390,,704601,,,0,22,473|1|1,-----,5,PAPELCUR SOCIEDAD ANONIMA,214874940012,16,4501.8000000000002,36.9000,-----,R,UNIDAD,-----,CM,ESPESOR,40.0,REGLA TABARE 30CM
210,10.00,CUADERNO CON INDICE,,,,24,,704601,,,0,22,9529|1|1,-----,96,PAPELCUR SOCIEDAD ANONIMA,214874940012,19,429,42.9000,-----,R,UNIDAD,-----,-----,HOJAS,41.0,REGLA TABARE 30CM
